name,abv,price,size,kind,establishment_type,bar_name,county_name,beer_category,origin_zone,bar_url,beer_url
Element Interval Ale (Summer Pilsner Fusion),9.0,22.0,25.0,Bottle,Bar,Marshall Stack,New York,Pilsner,country,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/38361-element-interval-ale-summer-pilsner-fusion
Gaffel Kolsch,4.8,8.0,12.0,Bottle,Bar,Marshall Stack,New York,Ale,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/370-gaffel-kolsch
Krombacher Pils,4.8,9.0,12.0,Bottle,Bar,Marshall Stack,New York,Pilsner,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/10655-krombacher-pils
Gaffel Kolsch,4.8,7.0,11.2,Bottle,Bar,Arts and Crafts Beer Parlor,New York,Ale,world,https://www.beermenus.com/places/14296-arts-and-crafts-beer-parlor,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,7.0,16.0,Draft,Bar,Watershed,Kings,Ale,world,https://www.beermenus.com/places/40335-watershed,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,7.0,12.0,Bottle,Restaurant,Croxley's Abbey,Kings,Ale,world,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,7.0,16.0,Draft,Bar,Lowlands,Kings,Ale,world,https://www.beermenus.com/places/8405-lowlands,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,7.0,16.0,Draft,Bar,The Monro Pub,Kings,Ale,world,https://www.beermenus.com/places/10542-the-monro-pub,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,8.0,15.0,Draft,Bar,Nostrand Avenue Pub,Kings,Ale,world,https://www.beermenus.com/places/9998-nostrand-avenue-pub,https://www.beermenus.com/beers/370-gaffel-kolsch
Freigeist/Carakale Flash Jordan,5.0,,,Draft,Bar,The Well,Kings,Sour,world,https://www.beermenus.com/places/18701-the-well,https://www.beermenus.com/beers/338504-freigeist-carakale-flash-jordan
Freigeist Geisterzug Gose Rhabarber,5.0,9.0,16.0,Can,Bar,The Well,Kings,Fruit,world,https://www.beermenus.com/places/18701-the-well,https://www.beermenus.com/beers/39354-freigeist-geisterzug-gose-rhabarber
Krombacher Pils,4.8,8.0,16.0,Draft,Bar,Mayhem Sandwiches - UrbanSpace Vanderbilt,New York,Pilsner,world,https://www.beermenus.com/places/30626-mayhem-sandwiches-urbanspace-vanderbilt,https://www.beermenus.com/beers/10655-krombacher-pils
Gaffel Kolsch,4.8,9.0,12.0,Bottle,Restaurant,Amsterdam Ale House,New York,Ale,world,https://www.beermenus.com/places/640-amsterdam-ale-house,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,9.0,12.0,Bottle,Restaurant,Third Avenue Ale House,New York,Ale,world,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,6.0,12.0,Bottle,Bar,Dive Bar NYC,New York,Ale,world,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/370-gaffel-kolsch
Gaffel Kolsch,4.8,8.0,11.2,Bottle,Restaurant,East Harlem Bottling Co,New York,Ale,world,https://www.beermenus.com/places/40322-east-harlem-bottling-co,https://www.beermenus.com/beers/370-gaffel-kolsch
Krombacher Pils,4.8,7.0,16.0,Draft,Bar,Hogshead Tavern,New York,Pilsner,world,https://www.beermenus.com/places/19240-hogshead-tavern,https://www.beermenus.com/beers/10655-krombacher-pils
Krombacher Dark,4.3,6.5,16.0,Draft,Bar,The Beer Garden,Richmond,Stout,world,https://www.beermenus.com/places/2987-the-beer-garden,https://www.beermenus.com/beers/10735-krombacher-dark
Krombacher Pils,4.8,7.0,16.0,Draft,Bar,Bootleg Mannings Bar & Grill,Richmond,Pilsner,world,https://www.beermenus.com/places/58250-bootleg-mannings-bar-grill,https://www.beermenus.com/beers/10655-krombacher-pils
Harviestoun Old Engine Oil Engineer's Reserve,9.0,12.0,11.0,Bottle,Bar,Marshall Stack,New York,Aged,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/11490-harviestoun-old-engine-oil-engineer-s-reserve
Harviestoun Old Engine Oil,6.0,9.0,12.0,Can,Restaurant,Bricolage Vietnamese Gastropub,Kings,Stout,world,https://www.beermenus.com/places/31131-bricolage-vietnamese-gastropub,https://www.beermenus.com/beers/812-harviestoun-old-engine-oil
Harviestoun Old Engine Oil,6.0,11.0,12.0,Bottle,Bar,High Dive,Kings,Stout,world,https://www.beermenus.com/places/2248-high-dive,https://www.beermenus.com/beers/812-harviestoun-old-engine-oil
Harviestoun Old Engine Oil,6.0,9.0,16.0,Bottle,Bar,The Monro Pub,Kings,Stout,world,https://www.beermenus.com/places/10542-the-monro-pub,https://www.beermenus.com/beers/812-harviestoun-old-engine-oil
Harviestoun Ola Dubh 10th Anniversary,8.0,20.0,11.2,Bottle,Bar,Gold Star Beer Counter,Kings,Aged,world,https://www.beermenus.com/places/23442-gold-star-beer-counter,https://www.beermenus.com/beers/232615-harviestoun-ola-dubh-10th-anniversary
Harviestoun Old Engine Oil,6.0,10.0,11.2,Bottle,,Treadwell Park West,New York,Stout,world,https://www.beermenus.com/places/56966-treadwell-park-west,https://www.beermenus.com/beers/812-harviestoun-old-engine-oil
Harviestoun Ola Dubh 12 Yr,8.0,12.0,12.0,Bottle,Bar,Dive Bar NYC,New York,Aged,world,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/4073-harviestoun-ola-dubh-12-yr
Harviestoun Ola Dubh 18 Year,8.0,16.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Aged,world,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/4074-harviestoun-ola-dubh-18-year
Harviestoun Old Engine Oil,6.0,9.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Stout,world,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/812-harviestoun-old-engine-oil
Highway Manor Microflora Diaspora,4.2,12.0,16.0,Bottle,Bar,Marshall Stack,New York,Ale,country,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/267988-highway-manor-microflora-diaspora
Highway Manor Mr. Kiwi,5.2,8.0,12.0,Draft,Bar,Coopers Craft & Kitchen,New York,Sour,country,https://www.beermenus.com/places/2962-coopers-craft-kitchen,https://www.beermenus.com/beers/229566-highway-manor-mr-kiwi
Highway Manor & Dad's Hat Funky Prowler,6.4,9.0,10.0,Draft,Bar,Albion,New York,Stout,country,https://www.beermenus.com/places/18217-albion,https://www.beermenus.com/beers/334077-highway-manor-dad-s-hat-funky-prowler
Highway Manor Manor Light,4.2,10.0,16.9,Bottle,Bar,Albion,New York,Ale,country,https://www.beermenus.com/places/18217-albion,https://www.beermenus.com/beers/322249-highway-manor-manor-light
Highway Manor Manor Light,4.2,9.0,12.0,Draft,Bar,Valhalla,New York,Ale,country,https://www.beermenus.com/places/540-valhalla,https://www.beermenus.com/beers/322249-highway-manor-manor-light
Highway Manor Say John,6.8,10.0,12.0,Draft,Bar,The Sampler BK,Kings,Ale,country,https://www.beermenus.com/places/10629-the-sampler-bk,https://www.beermenus.com/beers/189643-highway-manor-say-john
Highway Manor Funky Prowler,5.0,24.0,16.9,Bottle,Restaurant,Cafe D'Alsace,New York,Stout,country,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/174858-highway-manor-funky-prowler
Leipziger Gose,4.6,9.0,11.0,Bottle,Bar,Marshall Stack,New York,Sour,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/89089-leipziger-gose
Leipziger Gose,4.6,7.0,12.0,Draft,Bar,Northern Bell,Kings,Sour,world,https://www.beermenus.com/places/16281-northern-bell,https://www.beermenus.com/beers/89089-leipziger-gose
Leipziger Gose,4.6,12.0,12.0,Bottle,Bar,Bierocracy,Queens,Sour,world,https://www.beermenus.com/places/30539-bierocracy,https://www.beermenus.com/beers/89089-leipziger-gose
Rodenbach Vintage 2012,7.0,25.0,25.0,Bottle,Bar,Marshall Stack,New York,Ale,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/63670-rodenbach-vintage-2012
Rodenbach Grand Cru,6.0,12.0,12.0,Bottle,Bar,High Dive,Kings,Ale,world,https://www.beermenus.com/places/2248-high-dive,https://www.beermenus.com/beers/397-rodenbach-grand-cru
Rodenbach Alexander,6.0,9.0,11.2,Bottle,Bar,Catfish,Kings,Ale,world,https://www.beermenus.com/places/10158-catfish,https://www.beermenus.com/beers/126526-rodenbach-alexander
Rogue Dead Guy,6.6,8.0,12.0,Can,Bar,Marshall Stack,New York,Lager,country,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,8.0,12.0,Can,Bar,Benson's NYC,New York,Lager,country,https://www.beermenus.com/places/20866-benson-s-nyc,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,7.0,12.0,Bottle,Bar,Barrow Street Alehouse,New York,Lager,country,https://www.beermenus.com/places/8199-barrow-street-alehouse,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,7.0,12.0,Bottle,Bar,Fourth Avenue Pub,Kings,Lager,country,https://www.beermenus.com/places/278-fourth-avenue-pub,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,7.0,12.0,Bottle,Restaurant,Croxley's Abbey,Kings,Lager,country,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Hazelnut Brown Nectar,5.6,7.0,12.0,Bottle,Restaurant,Croxley's Abbey,Kings,Ale,country,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/1577-rogue-hazelnut-brown-nectar
Rogue Dead Guy,6.6,7.0,16.0,Bottle,Bar,The Fulton Grand,Kings,Lager,country,https://www.beermenus.com/places/1954-the-fulton-grand,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,6.0,12.0,Bottle,Bar,Washington Commons,Kings,Lager,country,https://www.beermenus.com/places/740-washington-commons,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,8.0,12.0,Bottle,,Landline,Kings,Lager,country,https://www.beermenus.com/places/64979-landline,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,8.0,12.0,Bottle,Bar,Beer Authority,New York,Lager,country,https://www.beermenus.com/places/4418-beer-authority,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,7.5,12.0,Bottle,Bar,Daltons Bar And Grill,New York,Lager,country,https://www.beermenus.com/places/10056-daltons-bar-and-grill,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Hazelnut Brown Nectar,5.6,6.0,12.0,Bottle,Bar,The Evergreen,Kings,Ale,country,https://www.beermenus.com/places/24523-the-evergreen,https://www.beermenus.com/beers/1577-rogue-hazelnut-brown-nectar
Rogue Dead Guy,6.6,6.0,12.0,Bottle,Restaurant,Amsterdam Ale House,New York,Lager,country,https://www.beermenus.com/places/640-amsterdam-ale-house,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,6.0,12.0,Bottle,Restaurant,Third Avenue Ale House,New York,Lager,country,https://www.beermenus.com/places/7744-third-avenue-ale-house,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,10.0,16.0,Draft,Bar,Merrion Square Pub,New York,Lager,country,https://www.beermenus.com/places/2061-merrion-square-pub,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,8.0,12.0,Can,Bar,Astoria Craft Bar & Kitchen,Queens,Lager,country,https://www.beermenus.com/places/21428-astoria-craft-bar-kitchen,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,7.0,12.0,Bottle,Bar,Dive Bar NYC,New York,Lager,country,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,6.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Lager,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/32-rogue-dead-guy
Rogue Dead Guy,6.6,9.0,16.0,Bottle,Bar,The Hop Shoppe,Richmond,Lager,country,https://www.beermenus.com/places/33045-the-hop-shoppe,https://www.beermenus.com/beers/32-rogue-dead-guy
Straffe Hendrik Brugs Quadrupel,11.0,10.0,12.0,Bottle,Bar,Marshall Stack,New York,Belgian,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/10364-straffe-hendrik-brugs-quadrupel
Straffe Hendrik Heritage Oak Aged 2012,11.0,26.15,25.0,Bottle,Bar,Broadway Dive,New York,Belgian,world,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/35791-straffe-hendrik-heritage-oak-aged-2012
Timmerman's Strawberry Lambic,4.0,9.0,11.0,Bottle,Bar,Marshall Stack,New York,Fruit,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/60976-timmerman-s-strawberry-lambic
Timmermans Oude Gueuze,5.5,8.0,5.0,Draft,Bar,The Owl Farm,Kings,Sour,world,https://www.beermenus.com/places/5931-the-owl-farm,https://www.beermenus.com/beers/60284-timmermans-oude-gueuze
Timmerman's Strawberry Lambic,4.0,12.0,11.0,Bottle,Bar,District Tap House,New York,Fruit,world,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/60976-timmerman-s-strawberry-lambic
Tusker Lager,4.2,9.0,12.0,Bottle,Bar,Marshall Stack,New York,Lager,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/506-tusker-lager
Tusker Lager,4.2,6.0,12.0,Bottle,Bar,Adobe Blues,Richmond,Lager,world,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/506-tusker-lager
Van Honsebrouck St. Louis Framboise,4.5,9.0,12.0,Bottle,Bar,Marshall Stack,New York,Fruit,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/1183-van-honsebrouck-st-louis-framboise
Kasteel Triple,11.0,11.0,11.0,Bottle,Restaurant,Croxley's Abbey,Kings,Belgian,world,https://www.beermenus.com/places/19000-croxley-s-abbey,https://www.beermenus.com/beers/3378-kasteel-triple
St. Louis Premium Peche Lambic,2.6,12.0,12.7,Bottle,Bar,IONA,Kings,Fruit,world,https://www.beermenus.com/places/2263-iona,https://www.beermenus.com/beers/119965-st-louis-premium-peche-lambic
Van Honsebrouck St. Louis Framboise,4.5,12.0,12.7,Bottle,Bar,IONA,Kings,Fruit,world,https://www.beermenus.com/places/2263-iona,https://www.beermenus.com/beers/1183-van-honsebrouck-st-louis-framboise
Van Honsebrouck St. Louis Kriek,4.5,12.0,12.7,Bottle,Bar,IONA,Kings,Fruit,world,https://www.beermenus.com/places/2263-iona,https://www.beermenus.com/beers/920-van-honsebrouck-st-louis-kriek
Van Honsebrouck St. Louis Framboise,4.5,16.0,12.0,Bottle,Bar,District Tap House,New York,Fruit,world,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/1183-van-honsebrouck-st-louis-framboise
St. Louis Gueuze Fond Tradition,5.0,11.0,12.7,Bottle,Bar,Union Street Pub,Kings,Sour,world,https://www.beermenus.com/places/31257-union-street-pub,https://www.beermenus.com/beers/6609-st-louis-gueuze-fond-tradition
St. Louis Premium Peche Lambic,2.6,19.0,12.0,Bottle,Restaurant,Cafe D'Alsace,New York,Fruit,world,https://www.beermenus.com/places/1079-cafe-d-alsace,https://www.beermenus.com/beers/119965-st-louis-premium-peche-lambic
Van Honsebrouck St. Louis Kriek,4.5,20.0,25.0,Bottle,Bar,Dive Bar NYC,New York,Fruit,world,https://www.beermenus.com/places/203-dive-bar-nyc,https://www.beermenus.com/beers/920-van-honsebrouck-st-louis-kriek
Verhaeghe Barbe Ruby,7.7,12.0,11.2,Bottle,Bar,Marshall Stack,New York,Fruit,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/39537-verhaeghe-barbe-ruby
Maui Hiwa Coconut Porter,6.0,9.0,12.0,Can,Bar,Marshall Stack,New York,Stout,country,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/314046-maui-hiwa-coconut-porter
Maui Coconut Hawi,6.0,8.0,12.0,Can,Bar,The Stag's Head,New York,Stout,country,https://www.beermenus.com/places/831-the-stag-s-head,https://www.beermenus.com/beers/217776-maui-coconut-hawi
Maui Hiwa Coconut Porter,6.0,9.0,12.0,Can,Bar,Earl's Beer & Cheese,New York,Stout,country,https://www.beermenus.com/places/2195-earl-s-beer-cheese,https://www.beermenus.com/beers/314046-maui-hiwa-coconut-porter
Maui Hiwa Coconut Porter,6.0,7.0,12.0,Can,Bar,Adobe Blues,Richmond,Stout,country,https://www.beermenus.com/places/2078-adobe-blues,https://www.beermenus.com/beers/314046-maui-hiwa-coconut-porter
Nicaragua Panga Drops,6.2,5.0,12.0,Can,Bar,Marshall Stack,New York,Pilsner,world,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/241592-nicaragua-panga-drops
Brooklyn Cider Raw,6.9,8.0,12.0,Bottle,Bar,Marshall Stack,New York,Fruit,state,https://www.beermenus.com/places/6549-marshall-stack,https://www.beermenus.com/beers/229236-brooklyn-cider-raw
Brooklyn Cider Half Sour,5.8,9.0,12.0,Can,Bar,Someday Bar NYC,Kings,Fruit,state,https://www.beermenus.com/places/63434-someday-bar-nyc,https://www.beermenus.com/beers/138777-brooklyn-cider-half-sour
Foreign Objects Dream Of Perfect Beauty,6.8,11.0,16.0,Can,Bar,Arts and Crafts Beer Parlor,New York,IPA,state,https://www.beermenus.com/places/14296-arts-and-crafts-beer-parlor,https://www.beermenus.com/beers/331654-foreign-objects-dream-of-perfect-beauty
Brooklyn Cider Bone Dry,6.9,8.0,12.0,Bottle,Bar,Wilfie & Nell,New York,Fruit,state,https://www.beermenus.com/places/31699-wilfie-nell,https://www.beermenus.com/beers/183177-brooklyn-cider-bone-dry
Foreign Objects Dream Of Perfect Beauty,6.8,11.0,16.0,Can,Bar,Mekelburg's Domino,Kings,IPA,state,https://www.beermenus.com/places/55853-mekelburg-s-domino,https://www.beermenus.com/beers/331654-foreign-objects-dream-of-perfect-beauty
Foreign Objects Psychomantic Cult Worship,7.5,12.0,16.0,Can,Bar,Mekelburg's Domino,Kings,IPA,state,https://www.beermenus.com/places/55853-mekelburg-s-domino,https://www.beermenus.com/beers/327754-foreign-objects-psychomantic-cult-worship
Brooklyn Cider Bone Dry,6.9,10.0,12.0,Bottle,Restaurant,Giorgio's of Gramercy,New York,Fruit,state,https://www.beermenus.com/places/30343-giorgio-s-of-gramercy,https://www.beermenus.com/beers/183177-brooklyn-cider-bone-dry
Brooklyn Cider House Rosé,6.2,9.0,12.0,Can,Restaurant,Giorgio's of Gramercy,New York,Fruit,state,https://www.beermenus.com/places/30343-giorgio-s-of-gramercy,https://www.beermenus.com/beers/311815-brooklyn-cider-house-ros
Foreign Objects Dreamtime Haruspex,8.0,11.0,16.0,Can,Bar,Burnside,Kings,IPA,state,https://www.beermenus.com/places/3054-burnside,https://www.beermenus.com/beers/258412-foreign-objects-dreamtime-haruspex
Brooklyn Cider Kinda Dry,5.5,10.0,12.0,Bottle,Bar,District Tap House,New York,Fruit,state,https://www.beermenus.com/places/13675-district-tap-house,https://www.beermenus.com/beers/128327-brooklyn-cider-kinda-dry
Brooklyn Cider House Kinda Dry,5.5,8.0,12.0,Can,Restaurant,John Brown Smokehouse,Queens,Fruit,state,https://www.beermenus.com/places/8121-john-brown-smokehouse,https://www.beermenus.com/beers/193779-brooklyn-cider-house-kinda-dry
Brooklyn Cider Rose,5.8,8.0,12.0,Can,Bar,The Wilky,Kings,Fruit,state,https://www.beermenus.com/places/26488-the-wilky,https://www.beermenus.com/beers/306345-brooklyn-cider-rose
Foreign Objects Mystic Flower of Perpetual Slumber,8.2,14.0,16.0,Can,Bar,Sycamore Flower Shop & Bar,Kings,IPA,state,https://www.beermenus.com/places/523-sycamore-flower-shop-bar,https://www.beermenus.com/beers/280402-foreign-objects-mystic-flower-of-perpetual-slumber
Brooklyn Cider Half Sour,5.8,10.0,25.0,Bottle,Bar,Broadway Dive,New York,Fruit,state,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/138777-brooklyn-cider-half-sour
Brooklyn Cider Kinda Dry,5.5,10.0,25.0,Bottle,Bar,Broadway Dive,New York,Fruit,state,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/128327-brooklyn-cider-kinda-dry
Brooklyn Cider Rose,5.8,4.0,,Can,Bar,Broadway Dive,New York,Fruit,state,https://www.beermenus.com/places/339-broadway-dive,https://www.beermenus.com/beers/306345-brooklyn-cider-rose
Brooklyn Cider Half Sour,5.8,9.0,12.0,Draft,Bar,Dive 106,New York,Fruit,state,https://www.beermenus.com/places/52385-dive-106,https://www.beermenus.com/beers/138777-brooklyn-cider-half-sour
Brooklyn Cider Bone Dry,6.9,8.0,12.0,Can,Restaurant,The Queensboro,Queens,Fruit,state,https://www.beermenus.com/places/48847-the-queensboro,https://www.beermenus.com/beers/183177-brooklyn-cider-bone-dry
Equilibrium Dhop5,8.0,5.0,5.0,Draft,Restaurant,Char Sue,New York,IPA,state,https://www.beermenus.com/places/44274-char-sue,https://www.beermenus.com/beers/233420-equilibrium-dhop5
Equilibrium Energy Equals,8.0,8.0,8.0,Draft,Bar,Someday Bar NYC,Kings,IPA,state,https://www.beermenus.com/places/63434-someday-bar-nyc,https://www.beermenus.com/beers/319775-equilibrium-energy-equals
Equilibrium Big Gnome Energy,8.0,11.0,12.0,Draft,Bar,Augurs Well,New York,IPA,state,https://www.beermenus.com/places/18066-augurs-well,https://www.beermenus.com/beers/343217-equilibrium-big-gnome-energy
Equilibrium Moon Of Vega,8.7,11.0,12.0,Draft,Bar,Augurs Well,New York,IPA,state,https://www.beermenus.com/places/18066-augurs-well,https://www.beermenus.com/beers/340408-equilibrium-moon-of-vega
Equilibrium Energy Equals,8.0,9.0,8.0,Draft,Bar,Gold Star Beer Counter,Kings,IPA,state,https://www.beermenus.com/places/23442-gold-star-beer-counter,https://www.beermenus.com/beers/319775-equilibrium-energy-equals
Equilibrium Moon Of Vega,8.7,9.0,8.0,Draft,Bar,Gold Star Beer Counter,Kings,IPA,state,https://www.beermenus.com/places/23442-gold-star-beer-counter,https://www.beermenus.com/beers/340408-equilibrium-moon-of-vega
Equilibrium C,4.8,6.0,5.0,Draft,Bar,Tørst (Torst),Kings,Ale,state,https://www.beermenus.com/places/8678-t-rst-torst,https://www.beermenus.com/beers/341998-equilibrium-c
Equilibrium Moon Of Vega,8.7,7.0,5.0,Draft,Bar,Tørst (Torst),Kings,IPA,state,https://www.beermenus.com/places/8678-t-rst-torst,https://www.beermenus.com/beers/340408-equilibrium-moon-of-vega
Equilibrium Fluctuation,8.1,,10.0,Draft,Bar,The Well,Kings,IPA,state,https://www.beermenus.com/places/18701-the-well,https://www.beermenus.com/beers/188450-equilibrium-fluctuation
Equilibrium Fluctuation,8.1,,,Draft,Bar,The Jeffrey Craft Beer & Bites,New York,IPA,state,https://www.beermenus.com/places/12230-the-jeffrey-craft-beer-bites,https://www.beermenus.com/beers/188450-equilibrium-fluctuation
Equilibrium/Dancing Gnome Big Gnome Energy,8.0,,,Draft,Bar,The Jeffrey,New York,IPA,state,https://www.beermenus.com/places/46857-the-jeffrey,https://www.beermenus.com/beers/342561-equilibrium-dancing-gnome-big-gnome-energy
Equilibrium MC2,8.0,10.0,10.0,Draft,Bar,The Seneca,Queens,IPA,state,https://www.beermenus.com/places/30816-the-seneca,https://www.beermenus.com/beers/172117-equilibrium-mc2
Equilibrium Moon Of Vega,8.7,12.0,9.0,Draft,Bar,The Astorian,Queens,IPA,state,https://www.beermenus.com/places/49747-the-astorian,https://www.beermenus.com/beers/340408-equilibrium-moon-of-vega
Orion Lager,5.0,12.0,21.0,Bottle,Restaurant,Char Sue,New York,Lager,world,https://www.beermenus.com/places/44274-char-sue,https://www.beermenus.com/beers/5908-orion-lager
Oxbow Farmhouse Pale Ale,6.0,9.0,12.0,Bottle,Restaurant,Char Sue,New York,Ale,country,https://www.beermenus.com/places/44274-char-sue,https://www.beermenus.com/beers/12342-oxbow-farmhouse-pale-ale
Oxbow Sasuga,5.5,7.0,8.0,Draft,,Local,New York,Ale,country,https://www.beermenus.com/places/56907-local,https://www.beermenus.com/beers/15037-oxbow-sasuga
Oxbow Kahn,6.0,9.0,16.0,Can,Bar,Someday Bar NYC,Kings,Ale,country,https://www.beermenus.com/places/63434-someday-bar-nyc,https://www.beermenus.com/beers/300197-oxbow-kahn
Oxbow Blacklight,6.0,10.0,12.0,Bottle,,Murray's Cheese Bar,New York,Ale,country,https://www.beermenus.com/places/62028-murray-s-cheese-bar,https://www.beermenus.com/beers/250214-oxbow-blacklight
Oxbow Farmhouse Pale Ale,6.0,,12.0,Bottle,,White Oak Tavern,New York,Ale,country,https://www.beermenus.com/places/65124-white-oak-tavern,https://www.beermenus.com/beers/12342-oxbow-farmhouse-pale-ale
Oxbow / Beer Street Sticazzi,7.0,9.0,8.0,Draft,Bar,Proletariat,New York,Sour,country,https://www.beermenus.com/places/4652-proletariat,https://www.beermenus.com/beers/342056-oxbow-beer-street-sticazzi
Oxbow Momoko,7.0,30.0,16.0,Bottle,Bar,Augurs Well,New York,Sour,country,https://www.beermenus.com/places/18066-augurs-well,https://www.beermenus.com/beers/169289-oxbow-momoko
Oxbow Catalyst,6.5,30.0,16.9,Bottle,Bar,Upright,New York,Ale,country,https://www.beermenus.com/places/11325-upright,https://www.beermenus.com/beers/184080-oxbow-catalyst
Oxbow Surf Casting,4.5,8.0,12.0,Can,Bar,Upright,New York,Wheat,country,https://www.beermenus.com/places/11325-upright,https://www.beermenus.com/beers/327125-oxbow-surf-casting
Oxbow / Beer Street Sticazzi,7.0,8.0,8.0,Draft,Bar,Mekelburg's Domino,Kings,Sour,country,https://www.beermenus.com/places/55853-mekelburg-s-domino,https://www.beermenus.com/beers/342056-oxbow-beer-street-sticazzi
Oxbow Past Tense,5.5,1.2,1.0,Draft,Restaurant,Randolph Beer WBURG,Kings,Wheat,country,https://www.beermenus.com/places/4223-randolph-beer-wburg,https://www.beermenus.com/beers/336995-oxbow-past-tense
Oxbow Farmhouse Pale Ale,6.0,7.0,11.2,Bottle,Restaurant,James,Kings,Ale,country,https://www.beermenus.com/places/36737-james,https://www.beermenus.com/beers/12342-oxbow-farmhouse-pale-ale
Oxbow Grizacca,4.5,9.0,16.0,Can,Bar,Hops Hill,Kings,Ale,country,https://www.beermenus.com/places/16433-hops-hill,https://www.beermenus.com/beers/90092-oxbow-grizacca
Oxbow / Side Project Nocturnality,8.5,30.0,16.9,Bottle,Bar,Hops Hill,Kings,Sour,country,https://www.beermenus.com/places/16433-hops-hill,https://www.beermenus.com/beers/230259-oxbow-side-project-nocturnality
Oxbow Farmhouse Pale Ale,6.0,8.0,12.0,Bottle,Bar,Hops Hill,Kings,Ale,country,https://www.beermenus.com/places/16433-hops-hill,https://www.beermenus.com/beers/12342-oxbow-farmhouse-pale-ale
Oxbow First Fruits,7.0,26.0,16.9,Bottle,Bar,Hops Hill,Kings,Ale,country,https://www.beermenus.com/places/16433-hops-hill,https://www.beermenus.com/beers/197337-oxbow-first-fruits
